coo: 37.1307079_-6.4847347;E 00:00:00;A 00:00:00;E 00:20:00;A 00:20:00;E 00:40:00;A 00:40:00;E 01:00:00;A 01:00:00;E 01:20:00;A 01:20:00;E 01:40:00;A 01:40:00;E 02:00:00;A 02:00:00;E 02:20:00;A 02:20:00;E 02:40:00;A 02:40:00;E 03:00:00;A 03:00:00;E 03:20:00;A 03:20:00;E 03:40:00;A 03:40:00;E 04:00:00;A 04:00:00;E 04:20:00;A 04:20:00;E 04:40:00;A 04:40:00;E 05:00:00;A 05:00:00;E 05:20:00;A 05:20:00;E 05:40:00;A 05:40:00;E 06:00:00;A 06:00:00;E 06:20:00;A 06:20:00;E 06:40:00;A 06:40:00;E 07:00:00;A 07:00:00;E 07:20:00;A 07:20:00;E 07:40:00;A 07:40:00;E 08:00:00;A 08:00:00;E 08:20:00;A 08:20:00;E 08:40:00;A 08:40:00;E 09:00:00;A 09:00:00;E 09:20:00;A 09:20:00;E 09:40:00;A 09:40:00;E 10:00:00;A 10:00:00;E 10:20:00;A 10:20:00;E 10:40:00;A 10:40:00;E 11:00:00;A 11:00:00;E 11:20:00;A 11:20:00;E 11:40:00;A 11:40:00;E 12:00:00;A 12:00:00;E 12:20:00;A 12:20:00;E 12:40:00;A 12:40:00;E 13:00:00;A 13:00:00;E 13:20:00;A 13:20:00;E 13:40:00;A 13:40:00;E 14:00:00;A 14:00:00;E 14:20:00;A 14:20:00;E 14:40:00;A 14:40:00;E 15:00:00;A 15:00:00;E 15:20:00;A 15:20:00;E 15:40:00;A 15:40:00;E 16:00:00;A 16:00:00;E 16:20:00;A 16:20:00;E 16:40:00;A 16:40:00;E 17:00:00;A 17:00:00;E 17:20:00;A 17:20:00;E 17:40:00;A 17:40:00;E 18:00:00;A 18:00:00;E 18:20:00;A 18:20:00;E 18:40:00;A 18:40:00;E 19:00:00;A 19:00:00;E 19:20:00;A 19:20:00;E 19:40:00;A 19:40:00;E 20:00:00;A 20:00:00;E 20:20:00;A 20:20:00;E 20:40:00;A 20:40:00;E 21:00:00;A 21:00:00;E 21:20:00;A 21:20:00;E 21:40:00;A 21:40:00;E 22:00:00;A 22:00:00;E 22:20:00;A 22:20:00;E 22:40:00;A 22:40:00;E 23:00:00;A 23:00:00;E 23:20:00;A 23:20:00;E 23:40:00;A 23:40:00;
2024-08-02;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.63;68.20;4.37;71.16;8.17;74.05;12.03;76.90;15.93;79.72;19.86;82.54;23.83;85.40;27.80;88.32;31.79;91.33;35.77;94.49;39.73;97.85;43.66;101.46;47.53;105.44;51.33;109.87;55.01;114.93;58.53;120.79;61.83;127.74;64.80;136.06;67.30;146.07;69.18;157.93;70.23;171.36;70.34;185.52;69.48;199.21;67.76;211.44;65.38;221.84;62.49;230.51;59.26;237.72;55.78;243.79;52.12;249.00;48.34;253.55;44.48;257.61;40.56;261.30;36.60;264.70;32.62;267.89;28.63;270.93;24.65;273.87;20.68;276.73;16.73;279.55;12.81;282.37;8.94;285.20;5.12;288.08;1.36;291.02;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-08-03;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.48;68.42;4.22;71.38;8.03;74.28;11.89;77.13;15.80;79.96;19.73;82.79;23.70;85.65;27.68;88.58;31.66;91.60;35.64;94.77;39.60;98.14;43.52;101.78;47.39;105.77;51.18;110.22;54.86;115.29;58.37;121.18;61.64;128.13;64.59;136.46;67.08;146.43;68.93;158.21;69.98;171.52;70.08;185.52;69.22;199.06;67.52;211.19;65.15;221.53;62.28;230.17;59.06;237.38;55.59;243.47;51.94;248.69;48.17;253.26;44.31;257.33;40.39;261.03;36.44;264.44;32.46;267.65;28.47;270.70;24.49;273.64;20.51;276.51;16.56;279.34;12.64;282.16;8.77;285.00;4.94;287.88;1.18;290.83;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-08-04;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.33;68.64;4.08;71.61;7.89;74.51;11.75;77.36;15.66;80.20;19.60;83.03;23.57;85.90;27.55;88.84;31.53;91.88;35.51;95.06;39.47;98.44;43.39;102.09;47.25;106.10;51.03;110.58;54.70;115.67;58.19;121.57;61.46;128.54;64.39;136.85;66.85;146.80;68.69;158.50;69.71;171.68;69.81;185.52;68.96;198.92;67.27;210.94;64.91;221.23;62.06;229.85;58.85;237.05;55.39;243.14;51.75;248.37;47.99;252.96;44.14;257.04;40.22;260.75;36.27;264.18;32.29;267.40;28.30;270.46;24.32;273.41;20.34;276.28;16.39;279.12;12.47;281.95;8.59;284.80;4.76;287.68;0.99;290.63;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-08-05;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.18;68.86;3.93;71.84;7.75;74.74;11.62;77.60;15.53;80.44;19.47;83.29;23.44;86.17;27.42;89.11;31.40;92.16;35.38;95.35;39.33;98.75;43.25;102.42;47.11;106.44;50.88;110.94;54.54;116.05;58.02;121.97;61.27;128.95;64.18;137.26;66.62;147.17;68.44;158.79;69.45;171.84;69.53;185.53;68.69;198.78;67.01;210.70;64.67;220.93;61.83;229.52;58.64;236.72;55.19;242.82;51.56;248.06;47.80;252.66;43.96;256.76;40.05;260.48;36.10;263.92;32.12;267.15;28.13;270.21;24.15;273.17;20.17;276.06;16.22;278.90;12.29;281.74;8.41;284.59;4.57;287.48;0.80;290.44;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-08-06;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.03;69.09;3.79;72.07;7.61;74.98;11.48;77.85;15.39;80.69;19.34;83.54;23.31;86.43;27.29;89.39;31.27;92.44;35.25;95.65;39.20;99.06;43.11;102.75;46.96;106.79;50.73;111.30;54.37;116.43;57.84;122.37;61.07;129.36;63.96;137.66;66.39;147.54;68.18;159.08;69.18;172.01;69.26;185.55;68.41;198.65;66.75;210.47;64.42;220.63;61.60;229.19;58.42;236.39;54.98;242.49;51.36;247.75;47.61;252.35;43.77;256.47;39.87;260.20;35.92;263.65;31.94;266.89;27.95;269.97;23.97;272.94;19.99;275.83;16.03;278.68;12.11;281.52;8.22;284.38;4.38;287.28;0.61;290.24;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-08-07;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.13;69.33;3.64;72.31;7.46;75.23;11.34;78.10;15.26;80.95;19.21;83.81;23.18;86.70;27.16;89.67;31.14;92.74;35.11;95.96;39.06;99.38;42.97;103.08;46.82;107.14;50.57;111.67;54.21;116.82;57.66;122.78;60.88;129.78;63.75;138.07;66.15;147.92;67.92;159.38;68.90;172.18;68.97;185.57;68.13;198.53;66.48;210.24;64.17;220.34;61.36;228.87;58.20;236.06;54.77;242.17;51.16;247.43;47.42;252.05;43.58;256.18;39.68;259.93;35.73;263.39;31.76;266.64;27.77;269.72;23.79;272.70;19.81;275.60;15.85;278.46;11.92;281.31;8.03;284.17;4.19;287.07;0.41;290.04;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-08-08;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.28;69.57;3.49;72.56;7.32;75.47;11.20;78.35;15.12;81.21;19.07;84.07;23.04;86.98;27.02;89.95;31.01;93.03;34.98;96.26;38.92;99.70;42.83;103.42;46.67;107.50;50.42;112.05;54.04;117.22;57.48;123.19;60.68;130.20;63.53;138.49;65.91;148.29;67.66;159.68;68.62;172.36;68.69;185.59;67.85;198.41;66.21;210.01;63.91;220.05;61.12;228.56;57.97;235.73;54.55;241.84;50.95;247.12;47.22;251.75;43.39;255.89;39.49;259.65;35.54;263.12;31.57;266.38;27.59;269.48;23.60;272.46;19.62;275.37;15.66;278.24;11.73;281.09;7.83;283.96;3.99;286.86;0.20;289.83;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-08-09;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.43;69.81;3.34;72.80;7.17;75.73;11.06;78.61;14.98;81.47;18.94;84.35;22.91;87.26;26.89;90.24;30.87;93.33;34.84;96.58;38.78;100.03;42.68;103.77;46.52;107.86;50.26;112.43;53.87;117.62;57.30;123.61;60.47;130.62;63.30;138.91;65.66;148.68;67.39;159.98;68.34;172.54;68.40;185.62;67.56;198.30;65.93;209.80;63.65;219.77;60.87;228.24;57.73;235.41;54.33;241.52;50.74;246.80;47.01;251.45;43.18;255.60;39.29;259.37;35.35;262.85;31.38;266.12;27.39;269.23;23.41;272.22;19.43;275.14;15.46;278.01;11.53;280.87;7.63;283.74;3.78;286.65;-0.01;289.63;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-08-10;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.59;70.06;3.19;73.06;7.03;75.99;10.92;78.87;14.84;81.74;18.80;84.62;22.77;87.54;26.76;90.53;30.74;93.64;34.71;96.90;38.64;100.37;42.54;104.11;46.36;108.23;50.10;112.82;53.69;118.03;57.11;124.03;60.27;131.05;63.08;139.33;65.41;149.06;67.12;160.29;68.05;172.72;68.10;185.66;67.27;198.19;65.65;209.59;63.38;219.50;60.62;227.93;57.49;235.09;54.10;241.20;50.52;246.49;46.80;251.14;42.98;255.30;39.09;259.09;35.15;262.58;31.18;265.86;27.20;268.98;23.21;271.98;19.23;274.90;15.26;277.78;11.33;280.65;7.43;283.53;3.57;286.44;-0.22;289.42;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-08-11;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.75;70.32;3.04;73.32;6.88;76.25;10.77;79.14;14.70;82.02;18.66;84.90;22.64;87.83;26.62;90.83;30.60;93.95;34.57;97.22;38.50;100.70;42.39;104.47;46.21;108.60;49.93;113.21;53.52;118.44;56.92;124.46;60.06;131.48;62.85;139.75;65.16;149.44;66.84;160.59;67.76;172.90;67.80;185.70;66.97;198.09;65.36;209.38;63.10;219.22;60.36;227.63;57.24;234.77;53.87;240.88;50.29;246.18;46.58;250.84;42.77;255.01;38.88;258.81;34.95;262.31;30.98;265.60;27.00;268.73;23.01;271.74;19.03;274.67;15.06;277.55;11.12;280.42;7.22;283.31;3.36;286.23;-0.44;289.22;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-08-12;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.89;73.58;6.74;76.52;10.63;79.41;14.56;82.29;18.52;85.19;22.50;88.13;26.49;91.14;30.47;94.26;34.43;97.55;38.36;101.05;42.24;104.83;46.05;108.98;49.77;113.61;53.34;118.85;56.72;124.89;59.85;131.92;62.61;140.18;64.90;149.83;66.56;160.90;67.46;173.09;67.50;185.74;66.67;198.00;65.07;209.18;62.82;218.96;60.09;227.32;56.99;234.45;53.63;240.56;50.06;245.86;46.36;250.53;42.55;254.72;38.67;258.52;34.74;262.04;30.77;265.34;26.79;268.47;22.80;271.49;18.82;274.43;14.85;277.32;10.91;280.20;7.00;283.09;3.14;286.02;-0.66;289.01;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-08-13;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.73;73.85;6.59;76.79;10.49;79.69;14.42;82.58;18.39;85.48;22.36;88.42;26.35;91.45;30.33;94.58;34.29;97.88;38.22;101.39;42.09;105.19;45.90;109.36;49.60;114.01;53.16;119.27;56.53;125.32;59.63;132.36;62.38;140.60;64.64;150.22;66.28;161.21;67.16;173.28;67.19;185.79;66.36;197.91;64.77;208.99;62.54;218.69;59.82;227.02;56.74;234.14;53.38;240.24;49.83;245.55;46.13;250.23;42.33;254.43;38.45;258.24;34.53;261.77;30.56;265.08;26.58;268.22;22.59;271.24;18.61;274.19;14.64;277.09;10.69;279.97;6.78;282.87;2.92;285.80;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-08-14;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.58;74.12;6.44;77.06;10.34;79.97;14.28;82.86;18.25;85.77;22.23;88.73;26.21;91.76;30.19;94.91;34.15;98.22;38.07;101.74;41.94;105.56;45.74;109.74;49.43;114.41;52.98;119.69;56.33;125.75;59.41;132.80;62.14;141.03;64.38;150.61;65.99;161.52;66.86;173.48;66.88;185.84;66.05;197.83;64.46;208.80;62.25;218.44;59.55;226.73;56.47;233.82;53.13;239.93;49.59;245.24;45.90;249.93;42.10;254.13;38.23;257.96;34.31;261.50;30.35;264.81;26.37;267.96;22.38;271.00;18.39;273.95;14.42;276.85;10.47;279.74;6.56;282.64;2.69;285.58;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-08-15;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.43;74.40;6.29;77.35;10.20;80.26;14.14;83.16;18.11;86.07;22.09;89.03;26.07;92.07;30.05;95.23;34.00;98.56;37.92;102.10;41.79;105.93;45.58;110.13;49.26;114.82;52.79;120.12;56.13;126.19;59.19;133.24;61.89;141.47;64.11;151.00;65.70;161.83;66.55;173.67;66.56;185.90;65.74;197.75;64.16;208.62;61.96;218.18;59.26;226.44;56.21;233.52;52.87;239.62;49.34;244.93;45.66;249.63;41.87;253.84;38.01;257.68;34.08;261.22;30.13;264.55;26.15;267.71;22.16;270.75;18.17;273.71;14.20;276.62;10.25;279.51;6.33;282.42;2.46;285.36;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-08-16;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.27;74.68;6.14;77.63;10.05;80.55;14.00;83.45;17.97;86.37;21.95;89.34;25.93;92.39;29.91;95.56;33.86;98.90;37.77;102.46;41.63;106.31;45.41;110.53;49.08;115.23;52.60;120.54;55.92;126.64;58.97;133.69;61.65;141.90;63.84;151.39;65.41;162.15;66.24;173.87;66.24;185.95;65.42;197.68;63.85;208.44;61.66;217.94;58.98;226.15;55.93;233.21;52.61;239.30;49.09;244.62;45.42;249.33;41.64;253.55;37.78;257.39;33.86;260.95;29.90;264.28;25.92;267.45;21.93;270.50;17.95;273.46;13.97;276.38;10.02;279.28;6.10;282.19;2.23;285.14;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-08-17;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.12;74.96;5.99;77.92;9.91;80.84;13.86;83.75;17.83;86.68;21.81;89.66;25.79;92.72;29.76;95.90;33.71;99.25;37.62;102.82;41.48;106.68;45.25;110.92;48.91;115.64;52.41;120.98;55.72;127.08;58.74;134.14;61.40;142.33;63.56;151.78;65.11;162.46;65.92;174.06;65.92;186.02;65.09;197.61;63.53;208.27;61.35;217.70;58.69;225.87;55.66;232.91;52.35;239.00;48.84;244.32;45.17;249.02;41.40;253.25;37.54;257.11;33.63;260.67;29.67;264.02;25.69;267.19;21.71;270.25;17.72;273.22;13.74;276.15;9.79;279.05;5.87;281.97;1.99;284.92;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-08-18;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.97;75.25;5.84;78.21;9.76;81.14;13.71;84.05;17.68;86.99;21.67;89.98;25.65;93.05;29.62;96.24;33.57;99.60;37.47;103.19;41.32;107.07;45.08;111.32;48.73;116.06;52.22;121.41;55.51;127.53;58.51;134.59;61.14;142.76;63.29;152.17;64.81;162.77;65.60;174.26;65.59;186.08;64.77;197.55;63.21;208.10;61.04;217.46;58.39;225.59;55.38;232.61;52.08;238.69;48.58;244.01;44.92;248.72;41.15;252.96;37.30;256.83;33.39;260.40;29.44;263.75;25.46;266.93;21.47;270.00;17.49;272.98;13.51;275.91;9.55;278.82;5.63;281.74;1.74;284.70;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-08-19;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.81;75.54;5.69;78.51;9.62;81.44;13.57;84.36;17.54;87.30;21.52;90.30;25.51;93.38;29.48;96.58;33.42;99.96;37.32;103.56;41.16;107.45;44.91;111.73;48.55;116.48;52.03;121.85;55.29;127.97;58.28;135.04;60.89;143.20;63.00;152.56;64.51;163.08;65.28;174.46;65.26;186.15;64.43;197.49;62.89;207.94;60.73;217.23;58.10;225.31;55.09;232.31;51.80;238.39;48.31;243.71;44.66;248.43;40.90;252.67;37.06;256.54;33.15;260.12;29.20;263.48;25.23;266.68;21.24;269.74;17.25;272.73;13.27;275.67;9.31;278.58;5.39;281.51;1.50;284.47;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-08-20;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.65;75.84;5.54;78.81;9.47;81.74;13.42;84.67;17.40;87.62;21.38;90.62;25.36;93.71;29.33;96.93;33.27;100.32;37.16;103.93;40.99;107.84;44.74;112.13;48.36;116.91;51.83;122.29;55.08;128.42;58.04;135.49;60.63;143.63;62.72;152.95;64.20;163.39;64.96;174.66;64.92;186.22;64.10;197.43;62.56;207.78;60.41;217.00;57.79;225.04;54.80;232.02;51.53;238.08;48.04;243.40;44.40;248.13;40.65;252.38;36.81;256.26;32.90;259.85;28.96;263.22;24.99;266.42;21.00;269.49;17.01;272.48;13.03;275.43;9.07;278.35;5.14;281.28;1.25;284.25;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-08-21;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.50;76.14;5.39;79.11;9.32;82.05;13.28;84.99;17.25;87.94;21.24;90.95;25.22;94.05;29.18;97.28;33.12;100.68;37.01;104.31;40.83;108.24;44.57;112.54;48.18;117.33;51.63;122.73;54.86;128.88;57.80;135.94;60.36;144.07;62.43;153.34;63.89;163.71;64.63;174.86;64.58;186.29;63.76;197.38;62.23;207.63;60.09;216.78;57.48;224.78;54.50;231.73;51.24;237.79;47.77;243.10;44.14;247.83;40.39;252.09;36.55;255.98;32.66;259.57;28.71;262.95;24.74;266.15;20.76;269.24;16.77;272.24;12.79;275.18;8.82;278.11;4.89;281.05;0.99;284.02;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-08-22;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.34;76.44;5.24;79.42;9.17;82.36;13.13;85.30;17.11;88.27;21.09;91.29;25.07;94.39;29.03;97.63;32.97;101.04;36.85;104.69;40.67;108.63;44.39;112.95;47.99;117.76;51.42;123.17;54.64;129.33;57.56;136.39;60.10;144.50;62.14;153.73;63.58;164.02;64.30;175.06;64.24;186.37;63.42;197.33;61.89;207.48;59.77;216.56;57.17;224.52;54.20;231.44;50.95;237.49;47.49;242.81;43.87;247.54;40.13;251.80;36.30;255.69;32.40;259.30;28.46;262.68;24.49;265.89;20.51;268.98;16.52;271.99;12.54;274.94;8.57;277.87;4.64;280.82;0.74;283.79;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-08-23;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.19;76.75;5.09;79.73;9.02;82.68;12.99;85.62;16.96;88.59;20.95;91.62;24.93;94.74;28.89;97.99;32.81;101.41;36.69;105.07;40.50;109.03;44.21;113.37;47.80;118.19;51.22;123.61;54.41;129.78;57.31;136.84;59.83;144.93;61.85;154.12;63.26;164.33;63.96;175.26;63.90;186.44;63.07;197.29;61.55;207.34;59.44;216.35;56.85;224.26;53.90;231.16;50.66;237.20;47.21;242.51;43.60;247.24;39.86;251.51;36.04;255.41;32.15;259.02;28.21;262.41;24.24;265.63;20.26;268.73;16.27;271.74;12.28;274.70;8.32;277.64;4.38;280.58;0.48;283.56;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-08-24;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.03;77.06;4.93;80.05;8.87;83.00;12.84;85.95;16.82;88.92;20.80;91.96;24.78;95.09;28.73;98.35;32.66;101.78;36.53;105.46;40.33;109.43;44.03;113.79;47.61;118.62;51.01;124.06;54.19;130.24;57.06;137.29;59.55;145.36;61.55;154.50;62.94;164.63;63.63;175.47;63.55;186.52;62.72;197.25;61.21;207.20;59.11;216.14;56.53;224.01;53.59;230.88;50.36;236.90;46.92;242.21;43.32;246.95;39.59;251.22;35.77;255.13;31.89;258.75;27.95;262.14;23.99;265.37;20.00;268.47;16.01;271.49;12.03;274.45;8.06;277.40;4.12;280.35;0.21;283.33;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-08-25;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.87;77.38;4.78;80.36;8.72;83.32;12.69;86.28;16.67;89.26;20.66;92.30;24.63;95.44;28.58;98.71;32.50;102.16;36.37;105.84;40.16;109.83;43.85;114.20;47.41;119.06;50.80;124.51;53.96;130.69;56.81;137.75;59.28;145.79;61.25;154.89;62.62;164.94;63.29;175.67;63.20;186.60;62.37;197.21;60.86;207.07;58.77;215.94;56.21;223.76;53.28;230.61;50.06;236.62;46.63;241.92;43.04;246.66;39.32;250.93;35.50;254.85;31.62;258.47;27.69;261.88;23.73;265.11;19.74;268.22;15.75;271.24;11.77;274.21;7.80;277.16;3.85;280.11;-0.05;283.10;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-08-26;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.71;77.69;4.63;80.68;8.57;83.64;12.54;86.61;16.52;89.60;20.51;92.65;24.48;95.79;28.43;99.07;32.34;102.54;36.20;106.24;39.99;110.24;43.67;114.63;47.22;119.49;50.59;124.96;53.72;131.15;56.56;138.20;59.00;146.22;60.95;155.27;62.29;165.24;62.94;175.87;62.85;186.68;62.02;197.18;60.51;206.94;58.43;215.74;55.88;223.51;52.96;230.34;49.76;236.33;46.34;241.63;42.75;246.37;39.04;250.65;35.23;254.57;31.35;258.20;27.43;261.61;23.46;264.85;19.48;267.96;15.49;270.99;11.51;273.96;7.54;276.92;3.59;279.88;-0.32;282.87;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-08-27;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.56;78.02;4.47;81.01;8.42;83.97;12.39;86.94;16.38;89.93;20.36;92.99;24.33;96.15;28.28;99.44;32.18;102.91;36.04;106.63;39.81;110.65;43.48;115.05;47.02;119.93;50.37;125.40;53.49;131.60;56.30;138.65;58.72;146.65;60.64;155.65;61.96;165.55;62.60;176.07;62.49;186.77;61.66;197.15;60.16;206.82;58.09;215.54;55.55;223.27;52.64;230.07;49.45;236.05;46.04;241.34;42.46;246.08;38.76;250.36;34.95;254.29;31.08;257.92;27.16;261.34;23.20;264.59;19.22;267.70;15.23;270.74;11.24;273.72;7.27;276.67;3.32;279.64;-0.60;282.64;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-08-28;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.40;78.34;4.32;81.33;8.27;84.30;12.24;87.27;16.23;90.28;20.21;93.34;24.18;96.51;28.12;99.81;32.02;103.30;35.87;107.02;39.64;111.06;43.30;115.47;46.82;120.37;50.15;125.85;53.25;132.05;56.04;139.10;58.43;147.08;60.33;156.03;61.63;165.85;62.25;176.27;62.13;186.85;61.30;197.12;59.80;206.70;57.74;215.35;55.21;223.03;52.32;229.80;49.14;235.77;45.74;241.06;42.17;245.79;38.47;250.08;34.68;254.01;30.81;257.65;26.89;261.07;22.93;264.32;18.95;267.45;14.96;270.49;10.97;273.47;7.00;276.43;3.05;279.40;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
